service_id,date,exception_type
2773308,20190403,1
2773308,20190404,1
2773308,20190408,1
2773308,20190409,1
2773308,20190410,1
2773308,20190411,1
2773308,20190429,1
12773315,20190126,1
12773315,20190202,1
12773315,20190209,1
12773315,20190302,1
12773315,20190309,1
12773315,20190316,1
12773315,20190323,1
12773315,20190330,1
12773315,20190406,1
12773315,20190413,1
12773315,20190501,1
2773306,20190127,1
2773306,20190203,1
2773306,20190210,1
2773306,20190217,1
2773306,20190224,1
2773306,20190303,1
2773306,20190310,1
2773306,20190317,1
2773306,20190324,1
2773306,20190331,1
2773306,20190407,1
2773306,20190414,1
2773306,20190422,1
2773306,20190428,1
2773306,20190501,1
2773306,20190505,1
2773306,20190508,1
2773306,20190512,1
2773306,20190519,1
2773306,20190526,1
2773306,20190530,1
12773316,20190622,1
