service_id,date,exception_type
2787901,20190224,1
2787901,20190303,1
2787901,20190428,1
2787901,20190505,1
2787900,20190127,1
2787900,20190203,1
2787900,20190210,1
2787900,20190217,1
2787900,20190317,1
2787900,20190324,1
2787900,20190331,1
2787900,20190407,1
2787900,20190414,1
2787900,20190422,1
2787900,20190508,1
2787900,20190512,1
2787900,20190519,1
2787900,20190526,1
2787904,20190309,1
2787904,20190601,1
2787904,20190608,1
2787904,20190609,1
2787904,20190615,1
2787904,20190622,1
2787904,20190629,1
2787904,20190706,1
2787904,20190713,1
2787904,20190720,1
2823935,20190301,1
2823935,20190308,1
2823935,20190426,1
2823935,20190503,1
2823935,20190507,1
2823935,20190510,1
2823935,20190517,1
2823935,20190524,1
2823935,20190529,1
2823935,20190607,1
2823935,20190614,1
2823935,20190621,1
2823935,20190628,1
2823935,20190705,1
2823929,20190708,1
2823929,20190709,1
2823929,20190710,1
2823929,20190711,1
2823929,20190715,1
2823929,20190716,1
2823929,20190717,1
2823929,20190718,1
2823928,20190122,1
2823928,20190123,1
2823928,20190124,1
2823928,20190128,1
2823928,20190129,1
2823928,20190130,1
2823928,20190131,1
2823928,20190204,1
2823928,20190205,1
2823928,20190206,1
2823928,20190207,1
2823928,20190211,1
2823928,20190212,1
2823928,20190213,1
2823928,20190214,1
2823928,20190218,1
2823928,20190219,1
2823928,20190220,1
2823928,20190221,1
2823928,20190311,1
2823928,20190312,1
2823928,20190313,1
2823928,20190314,1
2823928,20190318,1
2823928,20190319,1
2823928,20190320,1
2823928,20190321,1
2823928,20190325,1
2823928,20190326,1
2823928,20190327,1
2823928,20190328,1
2823928,20190401,1
2823928,20190402,1
2823928,20190403,1
2823928,20190404,1
2823928,20190408,1
2823928,20190409,1
2823928,20190410,1
2823928,20190411,1
2823928,20190415,1
2823928,20190416,1
2823928,20190417,1
2823928,20190418,1
2823926,20190225,1
2823926,20190226,1
2823926,20190227,1
2823926,20190228,1
2823926,20190304,1
2823926,20190305,1
2823926,20190306,1
2823926,20190307,1
2823926,20190423,1
2823926,20190424,1
2823926,20190425,1
2823926,20190429,1
2823926,20190430,1
2823926,20190501,1
2823926,20190502,1
