service_id,date,exception_type
2823926,20190506,1
2823926,20190509,1
2823926,20190513,1
2823926,20190514,1
2823926,20190515,1
2823926,20190516,1
2823926,20190520,1
2823926,20190521,1
2823926,20190522,1
2823926,20190523,1
2823926,20190527,1
2823926,20190528,1
2823926,20190603,1
2823926,20190604,1
2823926,20190605,1
2823926,20190606,1
2823926,20190611,1
2823926,20190612,1
2823926,20190613,1
2823926,20190617,1
2823926,20190618,1
2823926,20190619,1
2823926,20190620,1
2823926,20190624,1
2823926,20190625,1
2823926,20190626,1
2823926,20190627,1
2823926,20190701,1
2823926,20190702,1
2823926,20190703,1
2823926,20190704,1
12773612,20190311,1
12773612,20190531,1
12773612,20190603,1
12773612,20190611,1
12773612,20190617,1
12773612,20190624,1
12773612,20190701,1
12773612,20190708,1
12773612,20190715,1
12823933,20190601,1
12823933,20190713,1
12823933,20190720,1
2823932,20190125,1
2823932,20190201,1
2823932,20190208,1
2823932,20190215,1
2823932,20190222,1
2823932,20190315,1
2823932,20190322,1
2823932,20190329,1
2823932,20190405,1
2823932,20190412,1
2823932,20190419,1
2823933,20190531,1
2823933,20190712,1
2823933,20190719,1
12823935,20190302,1
12823935,20190309,1
12823935,20190427,1
12823935,20190504,1
12823935,20190508,1
12823935,20190511,1
12823935,20190518,1
12823935,20190525,1
12823935,20190530,1
12823935,20190608,1
12823935,20190615,1
12823935,20190622,1
12823935,20190629,1
12823935,20190706,1
2823930,20190126,1
2823930,20190202,1
2823930,20190209,1
2823930,20190216,1
2823930,20190316,1
2823930,20190323,1
2823930,20190330,1
2823930,20190406,1
2823930,20190413,1
2823930,20190420,1
2823930,20190421,1
2823930,20190511,1
2823930,20190518,1
2823930,20190525,1
2823931,20190223,1
2823931,20190302,1
2823931,20190427,1
2823931,20190504,1
12823930,20190127,1
12823930,20190203,1
12823930,20190210,1
12823930,20190217,1
12823930,20190317,1
12823930,20190324,1
12823930,20190331,1
12823930,20190407,1
12823930,20190414,1
12823930,20190421,1
12823930,20190422,1
12823930,20190512,1
12823930,20190519,1
12823930,20190526,1
12823931,20190224,1
12823931,20190303,1
12823931,20190428,1
12823931,20190505,1
12787900,20190128,1
12787900,20190204,1
12787900,20190211,1
12787900,20190218,1
12787900,20190318,1
12787900,20190325,1
12787900,20190401,1
12787900,20190408,1
12787900,20190415,1
12787900,20190423,1
12787900,20190509,1
12787900,20190513,1
12787900,20190520,1
12787900,20190527,1
12823932,20190126,1
12823932,20190202,1
12823932,20190209,1
12823932,20190216,1
12823932,20190223,1
12823932,20190316,1
12823932,20190323,1
12823932,20190330,1
12823932,20190406,1
12823932,20190413,1
12823932,20190420,1
12787901,20190225,1
12787901,20190304,1
12787901,20190429,1
12787901,20190506,1
12787904,20190310,1
12787904,20190602,1
12787904,20190609,1
12787904,20190610,1
12787904,20190616,1
12787904,20190623,1
12787904,20190630,1
12787904,20190707,1
12787904,20190714,1
12787904,20190721,1
12823928,20190123,1
12823928,20190124,1
12823928,20190125,1
12823928,20190129,1
12823928,20190130,1
12823928,20190131,1
12823928,20190201,1
12823928,20190205,1
12823928,20190206,1
12823928,20190207,1
12823928,20190208,1
12823928,20190212,1
12823928,20190213,1
12823928,20190214,1
12823928,20190215,1
12823928,20190219,1
12823928,20190220,1
12823928,20190221,1
12823928,20190222,1
12823928,20190312,1
12823928,20190313,1
12823928,20190314,1
12823928,20190315,1
12823928,20190319,1
12823928,20190320,1
12823928,20190321,1
12823928,20190322,1
12823928,20190326,1
12823928,20190327,1
12823928,20190328,1
12823928,20190329,1
12823928,20190402,1
12823928,20190403,1
12823928,20190404,1
12823928,20190405,1
12823928,20190409,1
12823928,20190410,1
12823928,20190411,1
12823928,20190412,1
12823928,20190416,1
12823928,20190417,1
12823928,20190418,1
12823928,20190419,1
12823929,20190709,1
12823929,20190710,1
12823929,20190711,1
12823929,20190712,1
12823929,20190716,1
12823929,20190717,1
12823929,20190718,1
12823929,20190719,1
12823926,20190226,1
12823926,20190227,1
12823926,20190228,1
12823926,20190301,1
12823926,20190305,1
12823926,20190306,1
12823926,20190307,1
12823926,20190308,1
12823926,20190424,1
12823926,20190425,1
12823926,20190426,1
12823926,20190430,1
12823926,20190501,1
12823926,20190502,1
12823926,20190503,1
12823926,20190507,1
12823926,20190510,1
12823926,20190514,1
12823926,20190515,1
12823926,20190516,1
12823926,20190517,1
12823926,20190521,1
12823926,20190522,1
12823926,20190523,1
12823926,20190524,1
12823926,20190528,1
12823926,20190529,1
12823926,20190604,1
12823926,20190605,1
12823926,20190606,1
12823926,20190607,1
12823926,20190612,1
12823926,20190613,1
12823926,20190614,1
12823926,20190618,1
12823926,20190619,1
12823926,20190620,1
12823926,20190621,1
12823926,20190625,1
12823926,20190626,1
12823926,20190627,1
12823926,20190628,1
12823926,20190702,1
12823926,20190703,1
12823926,20190704,1
12823926,20190705,1
2773612,20190310,1
2773612,20190530,1
2773612,20190602,1
2773612,20190610,1
2773612,20190616,1
2773612,20190623,1
2773612,20190630,1
2773612,20190707,1
2773612,20190714,1
