service_id,date,exception_type
12773323,20190410,1
12773323,20190411,1
12773323,20190412,1
12773323,20190430,1
12773325,20190702,1
12773325,20190703,1
12773325,20190704,1
12773325,20190705,1
12773325,20190709,1
12773325,20190710,1
12773325,20190711,1
12773325,20190712,1
12773325,20190716,1
12773325,20190717,1
12773325,20190718,1
12773325,20190719,1
12773320,20190422,1
12773321,20190212,1
12773321,20190213,1
12773321,20190214,1
12773321,20190215,1
12773321,20190219,1
12773321,20190220,1
12773321,20190221,1
12773321,20190222,1
12773321,20190416,1
12773321,20190417,1
12773321,20190418,1
12773321,20190419,1
12773321,20190424,1
12773321,20190425,1
12773321,20190426,1
12773321,20190503,1
12773321,20190507,1
12773321,20190510,1
12773321,20190514,1
12773321,20190515,1
12773321,20190516,1
12773321,20190517,1
12773321,20190521,1
12773321,20190522,1
12773321,20190523,1
12773321,20190524,1
12773321,20190528,1
12773321,20190529,1
12773321,20190604,1
12773321,20190605,1
12773321,20190606,1
12773321,20190607,1
12773321,20190612,1
12773321,20190613,1
12773321,20190614,1
12773321,20190618,1
12773321,20190619,1
12773321,20190620,1
12773321,20190621,1
12773321,20190625,1
12773321,20190626,1
12773321,20190627,1
12773321,20190628,1
2773331,20190125,1
2773331,20190201,1
2773331,20190208,1
2773331,20190301,1
2773331,20190308,1
2773331,20190315,1
2773331,20190322,1
2773331,20190329,1
2773331,20190405,1
2773331,20190412,1
2773331,20190430,1
2773332,20190531,1
2773332,20190705,1
2773332,20190712,1
2773332,20190719,1
12773319,20190128,1
12773319,20190204,1
12773319,20190211,1
12773319,20190218,1
12773319,20190225,1
12773319,20190304,1
12773319,20190311,1
12773319,20190318,1
12773319,20190325,1
12773319,20190401,1
12773319,20190408,1
12773319,20190415,1
12773319,20190423,1
12773319,20190429,1
12773319,20190502,1
12773319,20190506,1
12773319,20190509,1
12773319,20190513,1
12773319,20190520,1
12773319,20190527,1
12773319,20190531,1
12773327,20190127,1
12773327,20190203,1
12773327,20190210,1
12773327,20190217,1
12773327,20190224,1
12773327,20190303,1
12773327,20190310,1
12773327,20190317,1
12773327,20190324,1
12773327,20190331,1
12773327,20190407,1
12773327,20190414,1
12773327,20190421,1
12773327,20190428,1
12773327,20190505,1
12773327,20190512,1
12773327,20190519,1
12773327,20190526,1
12773318,20190603,1
12773318,20190611,1
12773318,20190617,1
12773318,20190624,1
12773318,20190701,1
12773318,20190708,1
12773328,20190602,1
12773328,20190609,1
12773328,20190610,1
12773328,20190616,1
12773328,20190623,1
12773328,20190630,1
12773328,20190707,1
12773328,20190714,1
12773328,20190715,1
12773328,20190721,1
2773318,20190602,1
2773318,20190610,1
2773318,20190616,1
2773318,20190623,1
2773318,20190630,1
2773318,20190707,1
12773329,20190216,1
12773329,20190223,1
12773329,20190420,1
12773329,20190427,1
12773329,20190504,1
12773329,20190508,1
12773329,20190511,1
12773329,20190518,1
12773329,20190525,1
12773329,20190530,1
12773329,20190608,1
12773329,20190615,1
12773329,20190622,1
12773329,20190629,1
2773319,20190127,1
2773319,20190203,1
2773319,20190210,1
2773319,20190217,1
2773319,20190224,1
2773319,20190303,1
2773319,20190310,1
2773319,20190317,1
2773319,20190324,1
2773319,20190331,1
2773319,20190407,1
2773319,20190414,1
2773319,20190422,1
2773319,20190428,1
2773319,20190501,1
2773319,20190505,1
2773319,20190508,1
2773319,20190512,1
2773319,20190519,1
2773319,20190526,1
2773319,20190530,1
