service_id,date,exception_type
12773626,20190310,1
12773626,20190317,1
12773626,20190324,1
12773626,20190331,1
12773626,20190407,1
12773626,20190414,1
12773626,20190421,1
12773626,20190428,1
12773626,20190505,1
12773626,20190512,1
12773626,20190519,1
12773626,20190526,1
12773625,20190602,1
12773625,20190609,1
12773625,20190616,1
12773625,20190623,1
12773625,20190630,1
12773625,20190707,1
12773625,20190714,1
12773625,20190721,1
2773629,20190215,1
2773629,20190222,1
2773629,20190419,1
2773629,20190426,1
2773629,20190607,1
2773629,20190614,1
2773629,20190621,1
2773629,20190628,1
2773617,20190602,1
2773617,20190610,1
2773617,20190616,1
2773617,20190623,1
2773617,20190630,1
2773617,20190707,1
2773618,20190127,1
2773618,20190203,1
2773618,20190210,1
2773618,20190217,1
2773618,20190224,1
2773618,20190303,1
2773618,20190310,1
2773618,20190317,1
2773618,20190324,1
2773618,20190331,1
2773618,20190407,1
2773618,20190414,1
2773618,20190422,1
2773618,20190428,1
2773618,20190501,1
2773618,20190505,1
2773618,20190508,1
2773618,20190512,1
2773618,20190519,1
2773618,20190526,1
2773618,20190530,1
2773619,20190609,1
2773619,20190714,1
2773623,20190122,1
2773623,20190123,1
2773623,20190124,1
2773623,20190128,1
2773623,20190129,1
2773623,20190130,1
2773623,20190131,1
2773623,20190204,1
2773623,20190205,1
2773623,20190206,1
2773623,20190207,1
2773623,20190225,1
2773623,20190226,1
2773623,20190227,1
2773623,20190228,1
2773623,20190304,1
2773623,20190305,1
2773623,20190306,1
2773623,20190307,1
2773623,20190311,1
2773623,20190312,1
2773623,20190313,1
2773623,20190314,1
2773623,20190318,1
2773623,20190319,1
2773623,20190320,1
2773623,20190321,1
2773623,20190325,1
2773623,20190326,1
2773623,20190327,1
2773623,20190328,1
2773623,20190401,1
2773623,20190402,1
2773623,20190403,1
2773623,20190404,1
2773623,20190408,1
2773623,20190409,1
2773623,20190410,1
2773623,20190411,1
2773623,20190429,1
2773623,20190502,1
2773623,20190506,1
2773623,20190509,1
2773623,20190513,1
2773623,20190514,1
2773623,20190515,1
2773623,20190516,1
2773623,20190520,1
2773623,20190521,1
2773623,20190522,1
2773623,20190523,1
2773623,20190527,1
2773623,20190528,1
2773620,20190421,1
2773621,20190701,1
2773621,20190702,1
2773621,20190703,1
2773621,20190704,1
2773621,20190708,1
2773621,20190709,1
2773621,20190710,1
2773621,20190711,1
2773621,20190715,1
2773621,20190716,1
2773621,20190717,1
2773621,20190718,1
12773630,20190601,1
12773630,20190706,1
12773630,20190713,1
12773630,20190720,1
2773626,20190126,1
2773626,20190202,1
2773626,20190209,1
2773626,20190216,1
2773626,20190223,1
2773626,20190302,1
2773626,20190309,1
2773626,20190316,1
2773626,20190323,1
2773626,20190330,1
2773626,20190406,1
2773626,20190413,1
2773626,20190420,1
2773626,20190427,1
2773626,20190504,1
2773626,20190511,1
2773626,20190518,1
2773626,20190525,1
2773627,20190125,1
2773627,20190201,1
2773627,20190208,1
2773627,20190301,1
2773627,20190308,1
2773627,20190315,1
2773627,20190322,1
2773627,20190329,1
2773627,20190405,1
2773627,20190412,1
2773627,20190430,1
2773627,20190503,1
2773627,20190507,1
2773627,20190510,1
2773627,20190517,1
2773627,20190524,1
2773627,20190529,1
2773624,20190211,1
2773624,20190212,1
2773624,20190213,1
2773624,20190214,1
2773624,20190218,1
2773624,20190219,1
2773624,20190220,1
2773624,20190221,1
2773624,20190415,1
2773624,20190416,1
2773624,20190417,1
2773624,20190418,1
2773624,20190423,1
2773624,20190424,1
2773624,20190425,1
2773624,20190603,1
2773624,20190604,1
2773624,20190605,1
2773624,20190606,1
2773624,20190611,1
2773624,20190612,1
2773624,20190613,1
2773624,20190617,1
2773624,20190618,1
2773624,20190619,1
2773624,20190620,1
2773624,20190624,1
2773624,20190625,1
2773624,20190626,1
2773624,20190627,1
2773625,20190601,1
2773625,20190608,1
2773625,20190615,1
2773625,20190622,1
2773625,20190629,1
2773625,20190706,1
2773625,20190713,1
2773625,20190720,1
