service_id,date,exception_type
12773336,20190425,1
12773336,20190426,1
12773336,20190430,1
12773336,20190503,1
12773336,20190507,1
12773336,20190510,1
12773336,20190514,1
12773336,20190515,1
12773336,20190516,1
12773336,20190517,1
12773336,20190521,1
12773336,20190522,1
12773336,20190523,1
12773336,20190524,1
12773336,20190528,1
12773336,20190529,1
2773336,20190122,1
2773336,20190123,1
2773336,20190124,1
2773336,20190128,1
2773336,20190129,1
2773336,20190130,1
2773336,20190131,1
2773336,20190204,1
2773336,20190205,1
2773336,20190206,1
2773336,20190207,1
2773336,20190211,1
2773336,20190212,1
2773336,20190213,1
2773336,20190214,1
2773336,20190218,1
2773336,20190219,1
2773336,20190220,1
2773336,20190221,1
2773336,20190225,1
2773336,20190226,1
2773336,20190227,1
2773336,20190228,1
2773336,20190304,1
2773336,20190305,1
2773336,20190306,1
2773336,20190307,1
2773336,20190311,1
2773336,20190312,1
2773336,20190313,1
2773336,20190314,1
2773336,20190318,1
2773336,20190319,1
2773336,20190320,1
2773336,20190321,1
2773336,20190325,1
2773336,20190326,1
2773336,20190327,1
2773336,20190328,1
2773336,20190401,1
2773336,20190402,1
2773336,20190403,1
2773336,20190404,1
2773336,20190408,1
2773336,20190409,1
2773336,20190410,1
2773336,20190411,1
2773336,20190415,1
2773336,20190416,1
2773336,20190417,1
2773336,20190418,1
2773336,20190423,1
2773336,20190424,1
2773336,20190425,1
2773336,20190429,1
2773336,20190502,1
2773336,20190506,1
2773336,20190509,1
2773336,20190513,1
2773336,20190514,1
2773336,20190515,1
2773336,20190516,1
2773336,20190520,1
2773336,20190521,1
2773336,20190522,1
2773336,20190523,1
2773336,20190527,1
2773336,20190528,1
2773335,20190127,1
2773335,20190203,1
2773335,20190210,1
2773335,20190217,1
2773335,20190224,1
2773335,20190303,1
2773335,20190310,1
2773335,20190317,1
2773335,20190324,1
2773335,20190331,1
2773335,20190407,1
2773335,20190414,1
2773335,20190422,1
2773335,20190428,1
2773335,20190501,1
2773335,20190505,1
2773335,20190508,1
2773335,20190512,1
2773335,20190519,1
2773335,20190526,1
2773335,20190530,1
2773335,20190602,1
2773335,20190610,1
2773335,20190616,1
2773335,20190623,1
2773335,20190630,1
2773335,20190707,1
12773339,20190126,1
12773339,20190202,1
12773339,20190209,1
12773339,20190216,1
12773339,20190223,1
12773339,20190302,1
12773339,20190309,1
12773339,20190316,1
12773339,20190323,1
12773339,20190330,1
12773339,20190406,1
12773339,20190413,1
12773339,20190420,1
12773339,20190427,1
12773339,20190501,1
12773339,20190504,1
12773339,20190508,1
12773339,20190511,1
12773339,20190518,1
12773339,20190525,1
12773339,20190530,1
12773337,20190604,1
12773337,20190605,1
12773337,20190606,1
12773337,20190607,1
12773337,20190612,1
12773337,20190613,1
12773337,20190614,1
12773337,20190618,1
12773337,20190619,1
12773337,20190620,1
12773337,20190621,1
12773337,20190625,1
12773337,20190626,1
12773337,20190627,1
12773337,20190628,1
12773337,20190702,1
12773337,20190703,1
12773337,20190704,1
12773337,20190705,1
12773337,20190709,1
12773337,20190710,1
12773337,20190711,1
12773337,20190712,1
12773337,20190716,1
12773337,20190717,1
12773337,20190718,1
12773337,20190719,1
12773338,20190127,1
12773338,20190203,1
12773338,20190210,1
12773338,20190217,1
12773338,20190224,1
12773338,20190303,1
12773338,20190310,1
12773338,20190317,1
12773338,20190324,1
12773338,20190331,1
12773338,20190407,1
12773338,20190414,1
12773338,20190421,1
12773338,20190422,1
12773338,20190428,1
12773338,20190505,1
12773338,20190512,1
12773338,20190519,1
12773338,20190526,1
12773338,20190602,1
12773338,20190609,1
12773338,20190610,1
12773338,20190616,1
12773338,20190623,1
12773338,20190630,1
12773338,20190707,1
12773338,20190714,1
12773338,20190715,1
12773338,20190721,1
2773340,20190531,1
2773340,20190607,1
2773340,20190614,1
2773340,20190621,1
2773340,20190628,1
2773340,20190705,1
2773340,20190712,1
2773340,20190719,1
